date,homeTeamId,awayTeamId,home_racha_5,away_racha_5,homeTeamWinner
2024-02-02 23:45:00,7465,7466,6,0,False
2024-02-03 00:30:00,11990,10157,0,0,True
2024-02-03 01:00:00,5567,7312,0,0,True
2024-02-03 01:20:00,5487,5482,0,0,False
2024-02-03 02:00:00,214,2650,0,0,True
2024-02-03 13:30:00,21173,22172,6,0,False
2024-02-03 18:30:00,4905,20852,0,0,True
2024-02-03 19:00:00,21850,6762,0,0,True
2024-02-03 19:00:00,6272,7634,0,0,True
2024-02-03 19:00:00,7633,17317,0,0,False
2024-02-03 19:00:00,6086,6087,9,9,False
2024-02-03 19:30:00,22142,6154,3,6,False
2024-02-03 19:30:00,1936,17131,9,6,True
2024-02-03 20:00:00,10145,10107,0,0,False
2024-02-03 20:00:00,17695,10053,0,0,False
2024-02-03 20:00:00,10051,10152,0,0,True
2024-02-03 20:00:00,10148,10101,0,0,True
2024-02-03 20:00:00,6499,10110,0,0,True
2024-02-03 20:00:00,9786,10163,0,0,True
2024-02-03 20:00:00,6,11978,0,0,True
2024-02-03 20:00:00,21314,3372,0,3,False
2024-02-03 20:00:00,10154,10147,0,0,True
2024-02-03 20:00:00,9460,18396,3,0,False
2024-02-03 20:00:00,10149,10052,0,0,True
2024-02-03 20:30:00,10161,10058,0,0,False
2024-02-03 20:30:00,21500,17701,0,0,False
2024-02-03 20:30:00,17373,9770,0,0,True
2024-02-03 20:30:00,7915,17372,0,0,True
2024-02-03 20:30:00,9774,9769,0,0,False
2024-02-03 20:30:00,17352,9743,0,0,True
2024-02-03 20:30:00,11324,19433,0,0,False
2024-02-03 20:45:00,5479,22184,0,0,True
2024-02-03 21:00:00,18128,9169,6,6,True
2024-02-03 21:45:00,6041,13481,0,0,False
2024-02-03 22:00:00,11,9,6,3,False
2024-02-03 22:00:00,17339,20851,3,6,True
2024-02-03 22:00:00,10266,6273,3,9,False
2024-02-03 22:00:00,4902,17709,0,0,True
2024-02-03 22:00:00,6214,9970,0,0,False
2024-02-03 22:00:00,4820,5583,0,3,False
2024-02-03 22:05:00,2741,10162,0,0,True
2024-02-03 22:10:00,236,2,0,0,True
2024-02-03 22:30:00,7632,2022,3,3,False
2024-02-03 23:00:00,17814,5263,0,0,True
2024-02-03 23:00:00,9739,9747,0,0,False
2024-02-03 23:00:00,5489,5484,6,9,True
2024-02-03 23:00:00,7388,7391,9,9,True
2024-02-04 00:10:00,7,17697,0,0,True
2024-02-04 00:10:00,10064,13,0,0,False
2024-02-04 00:15:00,19,17,3,3,True
2024-02-04 00:15:00,9744,10,3,3,True
2024-02-04 00:30:00,20887,6763,0,0,True
2024-02-04 01:00:00,2685,20293,3,0,True
2024-02-04 01:10:00,8109,9773,3,0,True
2024-02-04 08:00:00,2404,20232,0,3,False
2024-02-04 14:00:00,17720,6079,0,3,False
2024-02-04 14:00:00,874,18127,3,9,False
2024-02-04 14:00:00,18900,4910,6,3,False
2024-02-04 18:45:00,20855,4806,0,3,False
2024-02-04 19:00:00,2029,2026,12,12,False
2024-02-04 19:00:00,5267,2680,3,3,False
2024-02-04 19:00:00,900,3445,9,15,False
2024-02-04 19:00:00,9967,7635,0,0,True
2024-02-04 19:00:00,18433,3457,0,0,False
2024-02-04 20:00:00,11674,19145,0,0,False
2024-02-04 20:00:00,10743,11963,0,0,True
2024-02-04 20:00:00,2635,18284,0,0,False
2024-02-04 20:00:00,9740,10146,0,0,False
2024-02-04 20:00:00,4818,6038,0,0,True
2024-02-04 20:00:00,17349,10115,0,0,True
2024-02-04 20:00:00,17707,10099,0,0,True
2024-02-04 20:00:00,17702,10060,3,0,False
2024-02-04 20:00:00,17704,17693,0,0,False
2024-02-04 20:00:00,17705,17703,0,0,False
2024-02-04 20:00:00,10061,18844,0,0,True
2024-02-04 20:00:00,10111,10114,0,0,True
2024-02-04 20:30:00,18156,21967,0,0,False
2024-02-04 20:30:00,17370,6101,0,0,False
2024-02-04 21:00:00,5570,2673,0,3,False
2024-02-04 21:00:00,4928,5481,6,6,False
2024-02-04 21:00:00,4774,10281,3,9,False
2024-02-04 21:00:00,2674,3448,9,3,True
2024-02-04 21:15:00,21316,2671,6,6,False
2024-02-04 22:00:00,7845,19143,0,0,True
2024-02-04 22:00:00,3454,819,12,12,False
2024-02-04 22:00:00,7389,21369,6,6,False
